op_id,airport_code,date,total_departures,total_arrivals,cancelled_flights,diverted_flights,avg_dep_delay_min,avg_arr_delay_min,on_time_pct,capacity_utilization_pct,ground_stops,gate_holds,runway_closures
OP0004375,PHX,2023-12-26,762,752,22,2,29.9,32.7,50,85.6,1,4,0
OP0004376,PHX,2023-12-27,776,782,18,2,11.6,14.0,82.0,86.9,1,0,0
OP0004377,PHX,2023-12-28,830,838,19,0,22.5,24.8,55.3,84.5,1,4,1
OP0004378,PHX,2023-12-29,738,729,12,3,15.9,17.2,70.5,77.7,0,3,0
OP0004379,PHX,2023-12-30,763,758,19,2,29.8,32.4,50,87.3,1,1,0
OP0004380,PHX,2023-12-31,751,756,23,2,15.2,19.2,73.5,84.6,0,5,0
OP0004381,MIA,2023-01-01,750,744,16,1,12.9,16.0,82.6,79.8,1,1,0
OP0004382,MIA,2023-01-02,672,680,4,1,20.6,21.2,62.7,79.2,0,5,0
OP0004383,MIA,2023-01-03,664,657,12,2,21.3,23.5,64.1,81.5,0,2,0
OP0004384,MIA,2023-01-04,648,642,12,0,11.0,15.6,80.1,77.5,1,3,0
OP0004385,MIA,2023-01-05,655,662,9,1,18.7,20.6,63.6,85.2,1,5,0
OP0004386,MIA,2023-01-06,708,703,10,2,19.5,20.6,62.1,78.8,1,0,1
OP0004387,MIA,2023-01-07,736,728,17,2,19.8,20.6,60.0,82.4,0,3,0
OP0004388,MIA,2023-01-08,759,759,13,2,22.4,23.4,55.4,80.2,0,2,0
OP0004389,MIA,2023-01-09,650,650,10,2,22.4,26.1,62.5,83.7,0,1,0
OP0004390,MIA,2023-01-10,644,651,9,1,9.3,12.8,83.7,83.8,1,3,0
OP0004391,MIA,2023-01-11,646,645,12,1,19.8,22.2,63.3,84.4,0,2,0
OP0004392,MIA,2023-01-12,656,657,10,2,18.6,20.8,66.9,82.0,0,2,0
OP0004393,MIA,2023-01-13,713,719,18,1,26.7,31.4,52.0,82.3,1,1,0
OP0004394,MIA,2023-01-14,697,702,20,2,18.0,23.3,63.6,77.4,0,0,0
OP0004395,MIA,2023-01-15,676,670,15,1,18.0,22.7,65.1,84.9,0,4,0
OP0004396,MIA,2023-01-16,650,652,15,1,21.1,24.3,65.5,79.5,0,4,0
OP0004397,MIA,2023-01-17,671,663,17,2,20.4,24.1,63.2,76.0,1,2,0
OP0004398,MIA,2023-01-18,676,671,13,0,21.7,24.8,62.0,81.4,1,3,1
OP0004399,MIA,2023-01-19,569,565,11,1,21.6,24.8,61.2,80.0,0,3,0
OP0004400,MIA,2023-01-20,680,675,17,2,16.3,19.6,74.3,82.7,0,5,0
OP0004401,MIA,2023-01-21,701,691,13,2,23.9,27.1,57.4,81.6,0,2,0
OP0004402,MIA,2023-01-22,669,674,12,1,14.8,17.8,77.0,81.5,0,1,0
OP0004403,MIA,2023-01-23,614,624,12,1,9.3,14.3,84.6,86.2,0,0,1
OP0004404,MIA,2023-01-24,611,612,11,2,12.8,18.3,74.7,81.0,1,3,0
OP0004405,MIA,2023-01-25,665,670,21,1,15.5,15.8,77.1,79.0,0,5,0
OP0004406,MIA,2023-01-26,657,659,13,1,8.5,11.3,84.0,76.4,1,2,0
OP0004407,MIA,2023-01-27,721,713,9,1,24.9,25.8,59.0,83.4,1,4,0
OP0004408,MIA,2023-01-28,685,676,16,1,9.6,9.3,84.0,78.3,0,0,0
OP0004409,MIA,2023-01-29,753,758,9,2,19.6,20.9,71.5,78.5,1,4,0
OP0004410,MIA,2023-01-30,623,621,12,1,20.6,25.3,65.9,73.1,0,0,0
OP0004411,MIA,2023-01-31,628,635,13,1,18.2,21.0,62.4,84.4,0,5,0
OP0004412,MIA,2023-02-01,623,632,12,1,24.3,29.1,50,82.6,0,4,0
OP0004413,MIA,2023-02-02,631,629,14,1,14.2,20.2,72.7,80.6,0,3,0
OP0004414,MIA,2023-02-03,699,698,14,2,24.3,26.3,54.1,80.7,1,3,0
OP0004415,MIA,2023-02-04,706,698,15,2,15.8,20.8,71.1,84.0,0,4,0
OP0004416,MIA,2023-02-05,715,716,10,3,19.3,23.9,65.9,78.3,0,5,0
OP0004417,MIA,2023-02-06,616,619,12,0,12.4,16.2,80.6,83.2,0,1,0
OP0004418,MIA,2023-02-07,633,633,17,2,8.2,10.3,82.6,82.3,0,2,0
OP0004419,MIA,2023-02-08,640,648,12,2,20.3,23.2,61.7,78.2,0,4,0
OP0004420,MIA,2023-02-09,715,725,10,2,13.7,16.6,76.2,79.9,0,1,0
OP0004421,MIA,2023-02-10,660,668,10,2,12.5,15.8,80.1,79.0,0,0,0
OP0004422,MIA,2023-02-11,724,721,16,2,18.8,23.5,60.2,89.0,1,2,0
OP0004423,MIA,2023-02-12,707,714,17,2,14.4,13.7,79.5,78.7,0,4,0
OP0004424,MIA,2023-02-13,627,621,12,1,20.0,25.5,63.0,75.0,0,1,0
OP0004425,MIA,2023-02-14,678,685,16,0,9.6,14.3,80.8,85.2,0,5,0
OP0004426,MIA,2023-02-15,642,635,15,1,18.3,19.4,70.3,78.8,0,5,0
OP0004427,MIA,2023-02-16,679,688,14,2,11.8,13.2,82.2,81.2,0,2,0
OP0004428,MIA,2023-02-17,680,674,13,2,15.9,19.8,73.1,79.7,1,2,0
OP0004429,MIA,2023-02-18,679,687,14,1,13.8,18.6,72.7,77.8,1,4,0
OP0004430,MIA,2023-02-19,750,760,7,1,15.0,16.3,73.3,82.2,0,5,0
OP0004431,MIA,2023-02-20,628,620,15,1,26.3,27.8,53.6,77.7,1,3,0
OP0004432,MIA,2023-02-21,636,639,11,1,21.2,24.8,63.9,84.4,0,5,1
OP0004433,MIA,2023-02-22,585,590,13,0,22.3,26.1,65.0,85.5,0,5,0
OP0004434,MIA,2023-02-23,643,634,13,1,22.2,25.1,59.8,79.0,0,2,0
OP0004435,MIA,2023-02-24,661,667,11,1,17.3,20.1,71.2,82.7,0,1,0
OP0004436,MIA,2023-02-25,710,704,17,2,11.9,11.9,78.0,77.4,0,2,0
OP0004437,MIA,2023-02-26,729,735,15,1,16.6,18.9,71.2,79.9,1,0,0
OP0004438,MIA,2023-02-27,648,647,11,2,14.1,14.3,72.8,83.5,0,3,0
OP0004439,MIA,2023-02-28,650,658,13,1,12.2,12.4,80.6,82.0,0,3,0
OP0004440,MIA,2023-03-01,707,716,12,1,13.5,18.0,81.2,82.0,0,1,0
OP0004441,MIA,2023-03-02,617,608,10,1,12.9,16.5,76.6,79.3,0,2,0
OP0004442,MIA,2023-03-03,712,709,10,1,2.0,4.3,96.7,81.2,0,2,0
OP0004443,MIA,2023-03-04,678,685,13,2,4.9,9.4,93.3,78.3,0,1,0
OP0004444,MIA,2023-03-05,752,759,12,1,14.2,16.8,75.4,87.5,0,0,0
OP0004445,MIA,2023-03-06,619,627,5,1,15.5,17.4,69.0,82.8,0,1,0
OP0004446,MIA,2023-03-07,625,635,11,2,15.8,16.1,68.0,78.6,0,1,0
OP0004447,MIA,2023-03-08,636,629,16,2,14.8,17.1,74.0,78.5,0,2,0
OP0004448,MIA,2023-03-09,654,651,6,1,7.0,11.9,88.1,81.8,0,0,0
OP0004449,MIA,2023-03-10,674,667,17,1,20.9,29.1,65.2,84.8,0,1,0
OP0004450,MIA,2023-03-11,750,757,4,2,11.7,15.7,79.6,80.0,0,1,0
OP0004451,MIA,2023-03-12,708,711,10,3,10.3,14.4,80.4,81.0,0,2,0
OP0004452,MIA,2023-03-13,642,637,15,2,18.8,22.3,67.5,76.7,0,1,0
OP0004453,MIA,2023-03-14,664,673,9,2,12.7,16.5,73.3,84.0,0,1,0
OP0004454,MIA,2023-03-15,636,631,9,1,8.1,10.7,88.4,80.1,0,0,0
OP0004455,MIA,2023-03-16,649,641,9,1,18.8,20.2,65.2,81.6,0,0,0
OP0004456,MIA,2023-03-17,691,701,12,1,15.8,16.6,69.4,85.7,0,0,0
OP0004457,MIA,2023-03-18,744,754,12,2,12.4,13.1,79.0,82.8,0,1,0
OP0004458,MIA,2023-03-19,728,725,16,0,10.8,13.6,77.3,82.0,0,0,0
OP0004459,MIA,2023-03-20,625,633,6,1,10.1,13.7,85.5,77.0,0,1,0
OP0004460,MIA,2023-03-21,656,648,10,1,6.8,8.7,89.2,83.4,0,1,0
OP0004461,MIA,2023-03-22,572,575,8,1,16.9,23.8,69.7,83.5,0,2,0
OP0004462,MIA,2023-03-23,602,608,11,1,14.9,13.5,70.5,81.2,0,1,0
OP0004463,MIA,2023-03-24,771,770,15,1,13.5,20.5,69.5,81.2,0,1,0
OP0004464,MIA,2023-03-25,753,754,11,1,5.3,9.6,94.3,81.8,0,1,0
OP0004465,MIA,2023-03-26,722,713,15,1,11.0,14.9,81.7,80.3,0,0,0
OP0004466,MIA,2023-03-27,640,632,12,2,16.6,23.8,69.5,80.2,0,2,0
OP0004467,MIA,2023-03-28,672,662,6,2,17.3,18.5,66.7,81.5,0,1,0
OP0004468,MIA,2023-03-29,650,641,5,2,19.2,21.3,64.6,78.9,0,1,0
OP0004469,MIA,2023-03-30,611,606,16,1,7.5,6.2,81.3,82.1,0,0,0
OP0004470,MIA,2023-03-31,675,683,16,2,7.5,11.8,86.1,80.7,0,2,0
OP0004471,MIA,2023-04-01,730,733,9,2,10.7,11.5,80.0,85.8,0,2,0
OP0004472,MIA,2023-04-02,727,719,7,1,9.8,18.7,79.3,86.1,0,2,0
OP0004473,MIA,2023-04-03,689,697,12,1,12.7,15.6,83.0,85.0,0,1,1
OP0004474,MIA,2023-04-04,694,698,4,1,6.8,8.0,85.8,83.8,0,2,0
OP0004475,MIA,2023-04-05,651,656,7,2,13.5,15.1,78.2,89.2,0,0,0
OP0004476,MIA,2023-04-06,638,629,8,0,9.4,12.3,80.0,79.8,0,2,0
OP0004477,MIA,2023-04-07,668,677,7,2,14.3,16.6,77.2,81.7,0,1,0
OP0004478,MIA,2023-04-08,710,710,6,1,11.4,12.9,76.4,79.5,0,1,0
OP0004479,MIA,2023-04-09,736,729,8,2,6.9,12.1,87.7,80.7,0,0,0
OP0004480,MIA,2023-04-10,639,638,6,1,5.5,9.1,93.8,85.5,0,1,0
OP0004481,MIA,2023-04-11,657,665,16,2,14.6,17.3,69.2,80.3,0,2,0
OP0004482,MIA,2023-04-12,661,670,8,2,13.0,16.5,76.5,81.9,0,2,0
OP0004483,MIA,2023-04-13,581,575,9,1,15.8,19.1,70.4,80.4,0,0,0
OP0004484,MIA,2023-04-14,675,672,5,1,3.9,7.6,95.9,79.6,0,2,0
OP0004485,MIA,2023-04-15,687,681,9,1,9.2,12.9,80.4,84.0,0,1,0
OP0004486,MIA,2023-04-16,737,733,10,3,3.3,6.1,96.0,76.0,0,2,0
OP0004487,MIA,2023-04-17,622,630,9,2,6.2,11.9,93.3,83.1,0,0,0
OP0004488,MIA,2023-04-18,701,706,15,2,9.5,14.8,82.0,81.0,0,2,0
OP0004489,MIA,2023-04-19,582,576,7,0,9.4,10.7,83.0,83.1,0,0,0
OP0004490,MIA,2023-04-20,642,643,7,1,15.4,20.1,72.7,80.2,0,1,0
OP0004491,MIA,2023-04-21,688,685,11,2,10.0,15.2,82.7,81.3,0,0,0
OP0004492,MIA,2023-04-22,680,672,8,2,8.5,7.8,79.2,81.1,0,1,0
OP0004493,MIA,2023-04-23,691,700,16,2,0.6,6.3,97.7,79.0,0,0,0
OP0004494,MIA,2023-04-24,682,672,10,2,17.4,22.0,65.3,84.3,0,1,1
OP0004495,MIA,2023-04-25,677,678,6,2,8.8,14.5,86.8,82.5,0,2,0
OP0004496,MIA,2023-04-26,647,643,6,3,15.6,21.7,72.5,81.0,0,1,0
OP0004497,MIA,2023-04-27,610,608,12,1,0.7,4.4,96.5,81.9,0,2,0
OP0004498,MIA,2023-04-28,735,739,12,1,7.5,13.4,88.0,80.5,0,0,0
OP0004499,MIA,2023-04-29,685,680,9,2,14.1,16.6,77.1,82.3,0,1,0
OP0004500,MIA,2023-04-30,702,696,7,1,9.8,12.4,83.5,76.6,0,2,0
OP0004501,MIA,2023-05-01,644,648,3,2,4.5,11.5,90.4,77.8,0,1,0
OP0004502,MIA,2023-05-02,670,676,9,1,16.4,20.4,72.5,82.0,0,2,0
OP0004503,MIA,2023-05-03,620,629,3,0,4.9,10.9,90.8,80.5,0,0,0
OP0004504,MIA,2023-05-04,621,614,7,1,8.8,14.5,92.7,83.7,0,1,0
OP0004505,MIA,2023-05-05,736,744,9,1,15.8,13.8,75.3,82.4,0,0,1
OP0004506,MIA,2023-05-06,715,711,11,2,14.4,18.7,72.4,84.4,0,0,0
OP0004507,MIA,2023-05-07,634,635,9,1,10.1,12.7,86.1,80.5,0,0,1
OP0004508,MIA,2023-05-08,671,671,9,1,10.5,12.3,73.6,81.2,0,0,0
OP0004509,MIA,2023-05-09,664,657,9,3,12.0,16.5,74.9,82.7,0,2,0
OP0004510,MIA,2023-05-10,690,692,9,2,12.1,12.8,76.2,83.7,0,2,0
OP0004511,MIA,2023-05-11,634,634,8,2,12.0,13.6,78.1,77.4,0,0,0
OP0004512,MIA,2023-05-12,735,733,6,2,9.1,11.4,80.1,78.9,0,1,0
OP0004513,MIA,2023-05-13,724,726,11,3,15.8,20.6,72.6,80.6,0,0,0
OP0004514,MIA,2023-05-14,693,697,14,1,16.5,21.9,73.3,79.0,0,2,0
OP0004515,MIA,2023-05-15,647,657,10,1,3.4,5.2,92.2,82.7,0,1,0
OP0004516,MIA,2023-05-16,587,592,10,2,14.5,18.4,75.4,80.1,0,2,0
OP0004517,MIA,2023-05-17,676,670,8,1,0.4,0.2,99,85.1,0,1,0
OP0004518,MIA,2023-05-18,635,625,8,1,3.9,8.1,93.5,77.9,0,1,0
OP0004519,MIA,2023-05-19,704,713,8,1,14.0,19.6,76.7,81.8,0,0,0
OP0004520,MIA,2023-05-20,702,697,12,1,7.5,6.7,90.2,78.4,0,1,0
OP0004521,MIA,2023-05-21,688,686,12,2,13.4,18.7,78.7,80.8,0,1,0
OP0004522,MIA,2023-05-22,660,664,7,2,13.2,14.7,76.4,80.6,0,2,1
OP0004523,MIA,2023-05-23,661,667,12,1,12.4,12.9,80.4,81.2,0,1,0
OP0004524,MIA,2023-05-24,616,611,2,1,19.4,24.3,67.9,80.8,0,1,0
OP0004525,MIA,2023-05-25,626,616,7,2,10.4,11.9,83.8,83.9,0,2,0
OP0004526,MIA,2023-05-26,704,698,12,2,17.2,22.0,70.7,79.2,0,0,0
OP0004527,MIA,2023-05-27,740,744,12,2,2.6,7.7,98.4,77.4,0,0,0
OP0004528,MIA,2023-05-28,708,716,7,2,7.6,7.3,90.3,84.0,0,1,0
OP0004529,MIA,2023-05-29,622,618,5,1,18.4,20.6,73.2,84.5,0,1,0
OP0004530,MIA,2023-05-30,625,633,2,1,13.1,14.3,79.7,80.3,0,0,0
OP0004531,MIA,2023-05-31,702,697,12,1,9.5,15.5,80.3,78.8,0,0,0
OP0004532,MIA,2023-06-01,688,688,15,3,16.9,22.1,69.7,78.4,0,5,0
OP0004533,MIA,2023-06-02,661,655,17,2,16.3,21.0,67.4,80.5,0,5,0
OP0004534,MIA,2023-06-03,686,678,13,1,4.1,8.7,92.8,83.2,0,0,0
OP0004535,MIA,2023-06-04,706,701,14,1,13.9,22.0,75.0,79.8,0,4,0
OP0004536,MIA,2023-06-05,643,649,11,0,12.8,17.1,82.6,80.3,0,2,0
OP0004537,MIA,2023-06-06,770,772,12,1,14.8,18.6,75.2,83.5,0,2,0
OP0004538,MIA,2023-06-07,653,657,14,3,10.0,11.6,83.3,76.2,0,2,0
OP0004539,MIA,2023-06-08,672,668,10,0,12.0,16.8,77.0,77.4,0,3,0
OP0004540,MIA,2023-06-09,746,756,11,2,16.2,19.3,71.4,81.9,0,0,0
OP0004541,MIA,2023-06-10,720,714,13,2,20.6,23.9,56.5,81.6,0,5,0
OP0004542,MIA,2023-06-11,749,759,11,1,13.3,18.4,78.2,80.0,0,5,0
OP0004543,MIA,2023-06-12,744,754,11,0,19.3,22.8,63.8,81.1,0,4,0
OP0004544,MIA,2023-06-13,700,703,1,1,14.4,17.9,71.4,79.7,0,5,0
OP0004545,MIA,2023-06-14,722,718,12,2,23.1,27.9,57.1,82.4,0,4,0
OP0004546,MIA,2023-06-15,657,655,20,1,16.1,19.5,68.8,79.2,0,3,0
OP0004547,MIA,2023-06-16,690,691,15,1,24.0,29.1,59.5,84.6,0,1,0
OP0004548,MIA,2023-06-17,703,694,15,3,12.5,17.1,80.9,79.8,0,3,0
OP0004549,MIA,2023-06-18,719,711,7,2,15.8,18.0,71.0,83.5,0,2,0
OP0004550,MIA,2023-06-19,724,720,12,2,8.4,10.5,83.0,80.5,0,5,0
OP0004551,MIA,2023-06-20,762,761,8,2,4.9,6.3,95.1,83.3,0,4,0
OP0004552,MIA,2023-06-21,728,722,14,1,6.9,10.2,88.8,77.2,0,5,0
OP0004553,MIA,2023-06-22,751,760,18,2,7.5,6.6,88.0,78.2,0,4,0
OP0004554,MIA,2023-06-23,686,682,14,2,20.6,21.1,62.8,81.4,0,5,0
OP0004555,MIA,2023-06-24,692,694,7,1,11.4,17.2,79.3,82.9,0,3,1
OP0004556,MIA,2023-06-25,727,717,10,2,18.7,21.3,63.9,84.8,0,5,0
OP0004557,MIA,2023-06-26,690,683,19,2,17.6,20.4,70.1,77.0,0,5,0
OP0004558,MIA,2023-06-27,651,643,16,1,15.2,21.4,70.5,81.1,0,0,0
OP0004559,MIA,2023-06-28,725,733,11,1,21.8,23.7,62.3,83.4,0,5,0
OP0004560,MIA,2023-06-29,677,667,10,2,12.2,17.8,80.5,82.9,0,1,0
OP0004561,MIA,2023-06-30,723,716,12,2,21.6,24.0,60.8,80.3,0,2,1
OP0004562,MIA,2023-07-01,688,694,15,1,15.9,20.3,73.4,83.4,0,1,0
OP0004563,MIA,2023-07-02,667,674,12,1,14.2,18.0,72.5,82.9,0,1,0
OP0004564,MIA,2023-07-03,713,703,12,3,9.3,6.9,82.1,78.7,0,2,0
OP0004565,MIA,2023-07-04,644,647,13,2,8.0,12.9,87.6,80.4,0,3,0
OP0004566,MIA,2023-07-05,690,698,9,2,18.2,19.5,69.4,78.0,0,0,0
OP0004567,MIA,2023-07-06,733,729,13,0,14.1,20.3,70.3,80.6,0,3,0
OP0004568,MIA,2023-07-07,766,761,14,3,12.6,11.4,76.7,78.6,0,5,0
OP0004569,MIA,2023-07-08,645,655,10,1,15.1,19.9,72.5,82.7,0,5,0
OP0004570,MIA,2023-07-09,719,711,12,3,19.6,24.2,65.9,79.7,0,0,0
OP0004571,MIA,2023-07-10,702,701,11,1,13.3,16.4,75.8,82.3,0,1,0
OP0004572,MIA,2023-07-11,710,719,14,0,12.5,12.7,76.6,80.2,0,0,0
OP0004573,MIA,2023-07-12,722,730,10,0,12.1,14.9,77.6,86.8,0,3,0
OP0004574,MIA,2023-07-13,680,685,11,1,11.1,14.4,82.8,78.7,0,2,0
OP0004575,MIA,2023-07-14,723,733,17,2,17.3,22.5,70.0,78.5,0,2,0
OP0004576,MIA,2023-07-15,734,744,11,1,12.7,13.8,78.9,76.2,0,5,0
OP0004577,MIA,2023-07-16,716,721,13,1,14.0,15.4,74.3,82.0,0,4,0
OP0004578,MIA,2023-07-17,766,762,6,1,10.5,15.6,82.8,79.8,0,3,0
OP0004579,MIA,2023-07-18,672,680,10,2,5.3,7.9,87.9,81.4,0,1,0
OP0004580,MIA,2023-07-19,738,743,14,1,8.7,10.2,81.6,81.8,0,2,0
OP0004581,MIA,2023-07-20,691,688,8,2,12.5,14.5,79.1,81.9,0,2,0
OP0004582,MIA,2023-07-21,739,748,12,2,8.7,11.6,87.5,80.5,0,3,0
OP0004583,MIA,2023-07-22,699,704,10,1,10.9,15.5,84.0,84.2,0,4,0
OP0004584,MIA,2023-07-23,710,714,14,3,13.2,17.6,77.0,83.2,0,2,0
OP0004585,MIA,2023-07-24,720,718,13,0,11.6,15.2,78.4,79.1,0,1,0
OP0004586,MIA,2023-07-25,732,728,16,2,19.2,18.4,66.5,80.9,0,4,0
OP0004587,MIA,2023-07-26,697,695,9,2,3.7,7.7,96.0,80.7,0,2,0
OP0004588,MIA,2023-07-27,739,729,8,2,11.6,12.8,82.2,82.7,0,4,1
OP0004589,MIA,2023-07-28,705,707,13,2,13.0,17.5,78.6,76.1,0,3,0
OP0004590,MIA,2023-07-29,703,700,10,1,13.9,18.2,72.8,80.5,0,4,0
OP0004591,MIA,2023-07-30,735,732,10,1,18.5,24.1,66.2,83.7,0,1,1
OP0004592,MIA,2023-07-31,765,756,10,1,9.6,12.8,83.1,85.1,0,3,0
OP0004593,MIA,2023-08-01,613,617,9,1,24.6,29.5,51.2,79.2,0,1,0
OP0004594,MIA,2023-08-02,630,637,11,1,2.5,4.8,92.3,78.1,0,1,0
OP0004595,MIA,2023-08-03,716,710,10,1,13.4,16.8,77.5,81.9,0,2,0
OP0004596,MIA,2023-08-04,689,698,8,0,8.5,9.9,82.6,78.9,0,1,0
OP0004597,MIA,2023-08-05,677,677,13,3,9.6,12.1,84.8,82.1,0,0,0
OP0004598,MIA,2023-08-06,736,746,9,2,11.5,15.9,83.3,78.6,0,1,0
OP0004599,MIA,2023-08-07,609,603,12,3,7.0,12.8,91.2,78.3,0,2,0
OP0004600,MIA,2023-08-08,626,635,7,2,10.6,16.4,76.1,80.9,0,0,0
OP0004601,MIA,2023-08-09,643,635,7,2,12.5,17.6,77.7,81.7,0,0,0
OP0004602,MIA,2023-08-10,616,612,14,1,14.1,19.2,75.3,79.7,0,0,0
OP0004603,MIA,2023-08-11,775,773,16,3,14.6,22.1,73.1,79.9,0,0,0
OP0004604,MIA,2023-08-12,667,676,9,2,8.8,14.2,85.3,83.1,0,0,0
OP0004605,MIA,2023-08-13,695,692,9,3,20.7,24.5,61.2,78.1,0,0,0
OP0004606,MIA,2023-08-14,701,702,8,2,20.4,24.4,62.6,81.0,0,2,0
OP0004607,MIA,2023-08-15,669,666,12,2,23.4,27.0,62.8,78.9,0,0,0
OP0004608,MIA,2023-08-16,627,623,13,2,11.3,10.5,79.2,82.4,0,0,0
OP0004609,MIA,2023-08-17,633,629,4,1,11.0,6.2,78.2,81.4,0,2,0
OP0004610,MIA,2023-08-18,685,676,9,1,12.9,14.0,80.1,84.5,0,1,0
OP0004611,MIA,2023-08-19,713,703,6,2,15.5,18.9,74.9,78.3,0,0,0
OP0004612,MIA,2023-08-20,739,732,8,3,6.0,10.2,90.2,75.4,0,2,0
OP0004613,MIA,2023-08-21,636,638,5,2,16.8,19.7,69.8,85.5,0,2,0
OP0004614,MIA,2023-08-22,582,583,12,2,11.3,16.8,74.9,78.1,0,2,0
OP0004615,MIA,2023-08-23,556,553,9,2,15.6,17.7,76.5,81.0,0,2,0
OP0004616,MIA,2023-08-24,558,558,9,2,3.8,8.0,90.0,80.0,0,1,0
OP0004617,MIA,2023-08-25,670,665,6,2,8.8,11.7,91.6,82.5,0,1,0
OP0004618,MIA,2023-08-26,680,674,10,2,7.4,10.6,83.8,83.3,0,1,0
OP0004619,MIA,2023-08-27,739,745,12,1,8.6,8.1,88.8,86.8,0,1,1
OP0004620,MIA,2023-08-28,621,625,8,1,4.8,5.2,92.3,79.9,0,1,0
OP0004621,MIA,2023-08-29,670,668,12,1,15.8,20.9,72.1,79.1,0,1,1
OP0004622,MIA,2023-08-30,655,645,15,0,21.1,20.3,65.6,83.0,0,0,0
OP0004623,MIA,2023-08-31,611,621,10,2,10.1,14.8,80.4,81.6,0,2,0
OP0004624,MIA,2023-09-01,751,757,12,1,10.0,13.6,83.9,78.8,0,1,0
OP0004625,MIA,2023-09-02,705,701,13,2,0,1.9,95.2,79.6,0,0,0
OP0004626,MIA,2023-09-03,681,690,18,1,5.3,10.3,90.9,81.0,0,2,0
OP0004627,MIA,2023-09-04,659,663,5,2,8.1,8.3,84.9,76.9,0,0,1
OP0004628,MIA,2023-09-05,663,662,5,2,11.8,17.4,79.7,81.4,0,1,0
OP0004629,MIA,2023-09-06,654,647,16,2,10.8,13.0,80.9,83.7,0,0,1
OP0004630,MIA,2023-09-07,619,613,8,0,9.9,14.2,78.7,71.1,0,1,0
OP0004631,MIA,2023-09-08,694,704,6,1,10.7,14.1,78.6,79.0,0,2,0
OP0004632,MIA,2023-09-09,774,765,16,2,7.4,10.3,84.8,82.6,0,1,0
OP0004633,MIA,2023-09-10,722,713,4,1,5.1,5.9,86.2,76.7,0,1,0
OP0004634,MIA,2023-09-11,671,681,5,1,10.1,11.8,82.6,74.7,0,2,0
OP0004635,MIA,2023-09-12,613,611,4,2,17.4,20.9,74.4,80.7,0,2,0
OP0004636,MIA,2023-09-13,687,696,9,2,7.0,12.1,92.7,84.6,0,2,0
OP0004637,MIA,2023-09-14,703,698,10,2,8.9,10.0,84.8,80.8,0,0,0
OP0004638,MIA,2023-09-15,747,752,12,1,11.8,14.3,74.7,80.8,0,0,0
OP0004639,MIA,2023-09-16,668,676,5,2,6.0,8.6,88.5,78.5,0,2,0
OP0004640,MIA,2023-09-17,715,712,8,2,19.2,20.7,70.2,82.1,0,1,0
OP0004641,MIA,2023-09-18,669,675,9,2,19.9,24.7,61.0,79.7,0,0,0
OP0004642,MIA,2023-09-19,633,625,6,2,8.5,10.5,83.4,77.0,0,0,0
OP0004643,MIA,2023-09-20,655,656,9,1,6.4,8.3,89.2,83.4,0,1,0
OP0004644,MIA,2023-09-21,655,665,5,1,2.0,4.8,96.5,78.2,0,1,0
OP0004645,MIA,2023-09-22,686,689,3,2,6.8,10.4,90.4,81.0,0,1,0
OP0004646,MIA,2023-09-23,649,648,10,1,6.7,9.9,83.9,72.6,0,0,0
OP0004647,MIA,2023-09-24,705,699,8,3,7.7,9.8,82.6,84.6,0,1,0
OP0004648,MIA,2023-09-25,665,671,5,2,16.9,20.3,69.3,85.2,0,0,0
OP0004649,MIA,2023-09-26,651,652,6,0,14.6,17.4,71.1,82.9,0,1,0
OP0004650,MIA,2023-09-27,648,640,0,2,8.2,11.2,83.3,82.4,0,0,0
OP0004651,MIA,2023-09-28,643,644,8,2,9.1,10.4,82.8,80.0,0,2,0
OP0004652,MIA,2023-09-29,682,680,2,2,7.3,5.3,88.7,86.6,0,0,0
OP0004653,MIA,2023-09-30,731,728,8,1,15.7,20.0,73.0,75.8,0,2,0
OP0004654,MIA,2023-10-01,718,714,4,2,7.8,11.2,82.1,79.2,0,2,0
OP0004655,MIA,2023-10-02,650,650,1,2,13.8,17.7,76.8,85.4,0,2,0
OP0004656,MIA,2023-10-03,654,644,10,3,9.6,16.5,84.4,84.1,0,1,0
OP0004657,MIA,2023-10-04,614,613,6,1,10.3,10.3,83.3,77.1,0,1,0
OP0004658,MIA,2023-10-05,662,669,3,1,11.8,16.2,80.7,84.0,0,2,0
OP0004659,MIA,2023-10-06,739,742,10,0,20.9,23.5,65.3,81.9,0,2,0
OP0004660,MIA,2023-10-07,675,682,11,0,7.5,12.1,90.4,88.3,0,0,0
OP0004661,MIA,2023-10-08,682,688,7,1,13.3,13.3,71.1,80.2,0,0,0
OP0004662,MIA,2023-10-09,666,664,9,2,9.3,15.8,83.8,84.0,0,0,0
OP0004663,MIA,2023-10-10,620,623,6,1,13.1,14.4,73.5,84.0,0,2,0
OP0004664,MIA,2023-10-11,666,660,12,1,4.9,9.3,86.5,80.0,0,0,0
OP0004665,MIA,2023-10-12,627,618,6,2,8.6,15.0,89.8,85.0,0,2,0
OP0004666,MIA,2023-10-13,759,760,12,2,11.3,9.6,77.4,85.5,0,0,0
OP0004667,MIA,2023-10-14,682,686,11,2,5.1,6.1,91.9,78.0,0,0,0
OP0004668,MIA,2023-10-15,704,714,10,2,10.2,12.3,87.0,85.2,0,0,0
OP0004669,MIA,2023-10-16,611,620,5,1,18.3,18.7,64.0,80.1,0,2,0
OP0004670,MIA,2023-10-17,648,651,14,2,8.8,9.1,82.8,72.1,0,1,0
