weather_id,airport_code,date,hour,condition,temperature_f,wind_speed_mph,visibility_miles,precipitation_inches,humidity_pct,delay_risk_score
WX0011154,CLT,2023-03-09,18,Light Rain,48,5.5,5.3,0.16,71,1.92
WX0011155,CLT,2023-03-10,6,Snow,52,6.1,1.4,0.58,72,4.07
WX0011156,CLT,2023-03-10,12,Clear,36,20.9,9.6,0,33,1.35
WX0011157,CLT,2023-03-10,18,Overcast,38,14.7,5.5,0,91,1.98
WX0011158,CLT,2023-03-11,6,Light Rain,49,8.0,2.7,0.18,73,2.39
WX0011159,CLT,2023-03-11,12,Overcast,41,18.6,6.6,0,75,1.96
WX0011160,CLT,2023-03-11,18,High Winds,48,59.2,7.0,0,66,5.16
WX0011161,CLT,2023-03-12,6,Fog,44,0.5,5.0,0.18,62,2.28
WX0011162,CLT,2023-03-12,12,Light Rain,39,34.0,5.8,0.01,95,3.02
WX0011163,CLT,2023-03-12,18,Light Rain,53,8.0,5.0,0.08,71,2.07
WX0011164,CLT,2023-03-13,6,Clear,38,3.3,9.0,0,52,1.01
WX0011165,CLT,2023-03-13,12,Partly Cloudy,57,14.5,8.4,0,47,1.42
WX0011166,CLT,2023-03-13,18,Clear,40,16.3,8.6,0,62,1.36
WX0011167,CLT,2023-03-14,6,Overcast,43,7.4,6.8,0,60,1.56
WX0011168,CLT,2023-03-14,12,Thunderstorm,51,1.4,1.8,1.39,38,3.39
WX0011169,CLT,2023-03-14,18,Freezing Rain,40,9.0,3.2,0.46,79,4.32
WX0011170,CLT,2023-03-15,6,Light Rain,38,15.3,5.8,0.3,83,2.26
WX0011171,CLT,2023-03-15,12,Clear,40,5.8,9.0,0,39,1.07
WX0011172,CLT,2023-03-15,18,Overcast,45,28.3,5.1,0,61,2.54
WX0011173,CLT,2023-03-16,6,Thunderstorm,43,19.7,0.6,0.81,83,5.21
WX0011174,CLT,2023-03-16,12,Overcast,36,41.6,8.1,0,80,2.43
WX0011175,CLT,2023-03-16,18,Snow,50,8.6,3.7,0.6,81,3.76
WX0011176,CLT,2023-03-17,6,High Winds,49,1.3,7.5,0,74,2.07
WX0011177,CLT,2023-03-17,12,Light Rain,36,2.3,5.5,0.18,67,1.76
WX0011178,CLT,2023-03-17,18,High Winds,42,2.6,6.1,0,65,2.37
WX0011179,CLT,2023-03-18,6,Partly Cloudy,45,1.3,9.5,0,75,0.98
WX0011180,CLT,2023-03-18,12,Fog,40,0.6,2.2,0.23,68,2.71
WX0011181,CLT,2023-03-18,18,Clear,43,9.1,10.0,0,80,1.04
WX0011182,CLT,2023-03-19,6,Thunderstorm,40,17.6,1.8,0.84,60,4.72
WX0011183,CLT,2023-03-19,12,Clear,40,0.9,8.8,0,60,0.97
WX0011184,CLT,2023-03-19,18,Fog,52,2.4,2.8,0.02,82,2.73
WX0011185,CLT,2023-03-20,6,Light Rain,39,8.8,4.8,0.28,71,2.13
WX0011186,CLT,2023-03-20,12,Overcast,26,12.9,5.5,0,69,1.92
WX0011187,CLT,2023-03-20,18,Partly Cloudy,57,10.4,8.7,0,40,1.28
WX0011188,CLT,2023-03-21,6,Partly Cloudy,35,1.0,8.5,0,42,1.06
WX0011189,CLT,2023-03-21,12,Fog,45,16.1,2.5,0.06,61,3.68
WX0011190,CLT,2023-03-21,18,Clear,70,6.4,9.6,0,73,1.03
WX0011191,CLT,2023-03-22,6,Light Rain,52,10.9,5.0,0.3,43,2.2
WX0011192,CLT,2023-03-22,12,Overcast,53,0.8,5.4,0,65,1.49
WX0011193,CLT,2023-03-22,18,Overcast,45,5.6,6.7,0,46,1.52
WX0011194,CLT,2023-03-23,6,Fog,36,10.8,5.4,0.28,86,2.78
WX0011195,CLT,2023-03-23,12,Partly Cloudy,53,3.4,8.4,0,32,1.13
WX0011196,CLT,2023-03-23,18,Partly Cloudy,50,7.6,9.8,0,47,1.09
WX0011197,CLT,2023-03-24,6,Clear,33,13.7,9.7,0,86,1.18
WX0011198,CLT,2023-03-24,12,Partly Cloudy,46,8.3,8.5,0,72,1.25
WX0011199,CLT,2023-03-24,18,Clear,40,2.7,9.2,0,64,0.98
WX0011200,CLT,2023-03-25,6,Snow,39,18.4,1.5,0.77,58,5.13
WX0011201,CLT,2023-03-25,12,High Winds,43,1.0,6.9,0,62,2.15
WX0011202,CLT,2023-03-25,18,Light Rain,60,32.6,2.6,0.28,86,3.63
WX0011203,CLT,2023-03-26,6,Partly Cloudy,33,13.3,8.0,0,84,1.44
WX0011204,CLT,2023-03-26,12,Clear,37,3.0,8.2,0,32,1.08
WX0011205,CLT,2023-03-26,18,Light Rain,35,18.6,4.0,0.05,78,2.7
WX0011206,CLT,2023-03-27,6,Clear,43,13.2,9.1,0,83,1.23
WX0011207,CLT,2023-03-27,12,Partly Cloudy,40,6.3,8.2,0,44,1.23
WX0011208,CLT,2023-03-27,18,Light Rain,50,7.1,5.1,0.06,95,2.02
WX0011209,CLT,2023-03-28,6,High Winds,40,8.8,5.0,0,90,2.93
WX0011210,CLT,2023-03-28,12,Partly Cloudy,45,11.5,9.5,0,68,1.22
WX0011211,CLT,2023-03-28,18,Clear,52,5.1,9.3,0,50,1.03
WX0011212,CLT,2023-03-29,6,Overcast,47,10.4,7.2,0,88,1.61
WX0011213,CLT,2023-03-29,12,Snow,46,0.8,3.7,0.73,33,3.16
WX0011214,CLT,2023-03-29,18,Thunderstorm,49,6.3,1.3,0.85,88,3.9
WX0011215,CLT,2023-03-30,6,Freezing Rain,43,11.7,2.3,0.73,46,4.8
WX0011216,CLT,2023-03-30,12,Thunderstorm,43,21.9,1.0,1.41,77,5.29
WX0011217,CLT,2023-03-30,18,High Winds,41,3.5,7.8,0,41,2.12
WX0011218,CLT,2023-03-31,6,Heavy Rain,48,14.2,2.8,0.75,57,3.26
WX0011219,CLT,2023-03-31,12,Clear,51,8.3,8.7,0,85,1.16
WX0011220,CLT,2023-03-31,18,Clear,48,17.4,10.0,0,95,1.22
WX0011221,CLT,2023-04-01,6,Overcast,55,31.3,5.3,0,38,2.62
WX0011222,CLT,2023-04-01,12,Light Rain,62,16.9,5.5,0.29,58,2.37
WX0011223,CLT,2023-04-01,18,Clear,74,11.7,9.5,0,50,1.15
WX0011224,CLT,2023-04-02,6,Heavy Rain,58,2.9,2.5,0.98,30,2.63
WX0011225,CLT,2023-04-02,12,Partly Cloudy,48,2.5,8.8,0,46,1.07
WX0011226,CLT,2023-04-02,18,Clear,62,0.9,9.2,0,32,0.94
WX0011227,CLT,2023-04-03,6,Overcast,49,20.6,6.2,0,45,2.09
WX0011228,CLT,2023-04-03,12,Heavy Rain,55,46.0,0.9,1.17,63,5.75
WX0011229,CLT,2023-04-03,18,Clear,56,7.4,9.4,0,51,1.07
WX0011230,CLT,2023-04-04,6,Partly Cloudy,53,11.0,9.0,0,76,1.26
WX0011231,CLT,2023-04-04,12,Light Rain,49,1.8,4.1,0.04,46,1.91
WX0011232,CLT,2023-04-04,18,Snow,44,9.5,2.3,0.67,87,4.16
WX0011233,CLT,2023-04-05,6,Partly Cloudy,51,6.5,9.2,0,66,1.13
WX0011234,CLT,2023-04-05,12,Fog,56,4.7,3.1,0.13,86,2.83
WX0011235,CLT,2023-04-05,18,Light Rain,62,2.2,5.0,0.02,64,1.82
WX0011236,CLT,2023-04-06,6,Partly Cloudy,63,6.7,9.4,0,68,1.11
WX0011237,CLT,2023-04-06,12,Clear,64,6.7,9.6,0,31,1.03
WX0011238,CLT,2023-04-06,18,Thunderstorm,61,1.4,2.9,1.27,65,3.19
WX0011239,CLT,2023-04-07,6,Clear,66,4.8,8.8,0,84,1.07
WX0011240,CLT,2023-04-07,12,Partly Cloudy,42,7.2,9.1,0,44,1.16
WX0011241,CLT,2023-04-07,18,Clear,62,1.1,9.9,0,81,0.88
WX0011242,CLT,2023-04-08,6,Clear,59,15.2,9.2,0,69,1.27
WX0011243,CLT,2023-04-08,12,Clear,55,15.2,9.7,0,62,1.21
WX0011244,CLT,2023-04-08,18,Heavy Rain,65,45.0,2.9,0.76,64,5.09
WX0011245,CLT,2023-04-09,6,Heavy Rain,59,31.8,1.4,1.49,71,4.67
WX0011246,CLT,2023-04-09,12,Partly Cloudy,61,14.0,9.1,0,31,1.32
WX0011247,CLT,2023-04-09,18,Heavy Rain,67,14.9,1.0,0.54,74,3.65
WX0011248,CLT,2023-04-10,6,High Winds,62,5.5,8.4,0,46,2.11
WX0011249,CLT,2023-04-10,12,Light Rain,76,20.0,3.7,0.03,61,2.81
WX0011250,CLT,2023-04-10,18,Overcast,71,22.5,7.8,0,85,1.91
WX0011251,CLT,2023-04-11,6,Thunderstorm,57,38.6,0.7,0.8,64,6.83
WX0011252,CLT,2023-04-11,12,High Winds,61,12.9,8.2,0,79,2.5
WX0011253,CLT,2023-04-11,18,Clear,58,16.8,8.3,0,60,1.41
WX0011254,CLT,2023-04-12,6,Overcast,62,26.0,5.6,0,63,2.38
WX0011255,CLT,2023-04-12,12,Thunderstorm,63,10.2,2.7,0.62,79,3.91
WX0011256,CLT,2023-04-12,18,High Winds,53,4.8,8.7,0,77,2.02
WX0011257,CLT,2023-04-13,6,Light Rain,56,2.0,5.5,0.14,60,1.75
WX0011258,CLT,2023-04-13,12,Partly Cloudy,66,22.9,9.6,0,79,1.47
WX0011259,CLT,2023-04-13,18,Freezing Rain,56,4.0,2.8,0.6,92,3.97
WX0011260,CLT,2023-04-14,6,High Winds,71,34.8,8.6,0,38,3.41
WX0011261,CLT,2023-04-14,12,Thunderstorm,64,7.9,1.8,0.37,32,3.92
WX0011262,CLT,2023-04-14,18,Overcast,56,0.2,5.8,0,56,1.43
WX0011263,CLT,2023-04-15,6,Heavy Rain,60,37.5,2.8,0.81,75,4.67
WX0011264,CLT,2023-04-15,12,Clear,66,8.6,8.9,0,89,1.15
WX0011265,CLT,2023-04-15,18,Clear,48,10.0,8.8,0,64,1.19
WX0011266,CLT,2023-04-16,6,Clear,63,14.5,8.7,0,39,1.31
WX0011267,CLT,2023-04-16,12,Overcast,60,15.2,5.4,0,54,2.01
WX0011268,CLT,2023-04-16,18,Freezing Rain,67,5.6,3.8,0.41,86,3.88
WX0011269,CLT,2023-04-17,6,Light Rain,52,6.9,3.7,0.29,74,2.2
WX0011270,CLT,2023-04-17,12,Light Rain,63,0.4,5.6,0.22,65,1.67
WX0011271,CLT,2023-04-17,18,Overcast,67,15.3,7.9,0,70,1.67
WX0011272,CLT,2023-04-18,6,Overcast,64,1.1,8.8,0,34,1.15
WX0011273,CLT,2023-04-18,12,Clear,50,3.6,8.6,0,43,1.06
WX0011274,CLT,2023-04-18,18,Thunderstorm,52,2.7,2.8,0.39,38,3.3
WX0011275,CLT,2023-04-19,6,Clear,67,21.1,9.8,0,59,1.32
WX0011276,CLT,2023-04-19,12,Clear,47,24.7,8.4,0,83,1.59
WX0011277,CLT,2023-04-19,18,Overcast,58,37.2,6.0,0,53,2.7
WX0011278,CLT,2023-04-20,6,Thunderstorm,52,21.3,1.4,0.79,74,5.13
WX0011279,CLT,2023-04-20,12,Overcast,54,9.8,8.9,0,62,1.38
WX0011280,CLT,2023-04-20,18,Clear,61,4.4,9.5,0,66,0.99
WX0011281,CLT,2023-04-21,6,Heavy Rain,62,23.0,0.7,0.37,95,4.26
WX0011282,CLT,2023-04-21,12,High Winds,49,3.6,7.5,0,63,2.18
WX0011283,CLT,2023-04-21,18,Thunderstorm,58,21.0,2.8,1.23,70,4.72
WX0011284,CLT,2023-04-22,6,Light Rain,51,1.1,5.9,0.14,34,1.67
WX0011285,CLT,2023-04-22,12,High Winds,44,16.4,8.0,0,91,2.71
WX0011286,CLT,2023-04-22,18,Overcast,58,23.3,7.7,0,32,1.95
WX0011287,CLT,2023-04-23,6,Heavy Rain,63,2.3,1.1,0.97,36,2.8
WX0011288,CLT,2023-04-23,12,High Winds,72,10.1,8.7,0,40,2.26
WX0011289,CLT,2023-04-23,18,Freezing Rain,54,11.9,3.4,0.52,77,4.52
WX0011290,CLT,2023-04-24,6,Partly Cloudy,58,8.6,9.1,0,66,1.19
WX0011291,CLT,2023-04-24,12,Light Rain,62,28.3,2.0,0.13,70,3.53
WX0011292,CLT,2023-04-24,18,Light Rain,59,2.5,3.3,0.01,47,2.04
WX0011293,CLT,2023-04-25,6,High Winds,45,2.4,6.9,0,36,2.22
WX0011294,CLT,2023-04-25,12,Overcast,54,5.3,7.9,0,34,1.37
WX0011295,CLT,2023-04-25,18,Partly Cloudy,62,13.4,10.0,0,39,1.2
WX0011296,CLT,2023-04-26,6,Fog,46,20.8,2.1,0.28,57,4.08
WX0011297,CLT,2023-04-26,12,Snow,72,0.5,1.0,0.5,62,3.66
WX0011298,CLT,2023-04-26,18,Partly Cloudy,64,6.4,8.8,0,47,1.17
WX0011299,CLT,2023-04-27,6,Heavy Rain,68,13.4,1.2,0.8,48,3.51
WX0011300,CLT,2023-04-27,12,Clear,50,0.8,8.7,0,46,0.98
WX0011301,CLT,2023-04-27,18,Freezing Rain,66,15.3,3.5,0.46,48,4.79
WX0011302,CLT,2023-04-28,6,High Winds,56,3.7,6.8,0,42,2.31
WX0011303,CLT,2023-04-28,12,Heavy Rain,55,34.5,1.1,1.25,59,4.93
WX0011304,CLT,2023-04-28,18,Heavy Rain,62,3.2,2.5,1.41,33,2.65
WX0011305,CLT,2023-04-29,6,Clear,67,2.1,9.1,0,60,0.98
WX0011306,CLT,2023-04-29,12,High Winds,58,0.8,6.1,0,92,2.27
WX0011307,CLT,2023-04-29,18,Thunderstorm,63,12.6,0.6,1.41,49,4.59
WX0011308,CLT,2023-04-30,6,High Winds,78,30.5,7.7,0,93,3.47
WX0011309,CLT,2023-04-30,12,Freezing Rain,56,1.0,1.3,0.52,51,4.03
WX0011310,CLT,2023-04-30,18,Partly Cloudy,49,4.0,8.4,0,77,1.15
WX0011311,CLT,2023-05-01,6,High Winds,56,58.7,6.2,0,49,5.45
WX0011312,CLT,2023-05-01,12,Clear,78,7.5,9.7,0,77,1.04
WX0011313,CLT,2023-05-01,18,Heavy Rain,65,2.5,1.0,1.48,51,2.83
WX0011314,CLT,2023-05-02,6,Light Rain,47,38.1,5.5,0.1,30,3.26
WX0011315,CLT,2023-05-02,12,Clear,71,5.2,9.1,0,36,1.05
WX0011316,CLT,2023-05-02,18,Partly Cloudy,73,42.9,8.6,0,74,2.13
WX0011317,CLT,2023-05-03,6,Overcast,55,2.1,7.4,0,80,1.33
WX0011318,CLT,2023-05-03,12,Partly Cloudy,65,0.7,8.5,0,63,1.05
WX0011319,CLT,2023-05-03,18,Partly Cloudy,46,11.4,8.8,0,58,1.3
WX0011320,CLT,2023-05-04,6,Thunderstorm,74,3.9,1.8,0.78,75,3.6
WX0011321,CLT,2023-05-04,12,Overcast,66,49.6,6.1,0,68,3.11
WX0011322,CLT,2023-05-04,18,Heavy Rain,81,1.4,0.8,0.73,40,2.78
WX0011323,CLT,2023-05-05,6,Clear,78,6.1,8.8,0,60,1.1
WX0011324,CLT,2023-05-05,12,High Winds,65,4.0,7.8,0,60,2.15
WX0011325,CLT,2023-05-05,18,Partly Cloudy,54,6.8,8.6,0,66,1.2
WX0011326,CLT,2023-05-06,6,Partly Cloudy,65,11.8,9.8,0,62,1.19
WX0011327,CLT,2023-05-06,12,Fog,61,26.8,5.1,0.15,89,3.73
WX0011328,CLT,2023-05-06,18,Partly Cloudy,50,3.5,9.9,0,75,0.99
WX0011329,CLT,2023-05-07,6,Fog,73,11.6,5.0,0.15,56,2.9
WX0011330,CLT,2023-05-07,12,Overcast,63,5.0,6.6,0,67,1.51
WX0011331,CLT,2023-05-07,18,Partly Cloudy,67,2.1,9.4,0,44,1.0
WX0011332,CLT,2023-05-08,6,Partly Cloudy,60,18.2,8.7,0,93,1.48
WX0011333,CLT,2023-05-08,12,Light Rain,72,0.9,4.2,0.05,94,1.86
WX0011334,CLT,2023-05-08,18,Heavy Rain,67,19.8,2.0,0.92,83,3.77
WX0011335,CLT,2023-05-09,6,Fog,70,10.1,4.7,0.12,59,2.87
WX0011336,CLT,2023-05-09,12,High Winds,81,3.5,5.3,0,66,2.56
WX0011337,CLT,2023-05-09,18,Overcast,60,2.9,8.8,0,75,1.2
WX0011338,CLT,2023-05-10,6,High Winds,66,20.3,8.2,0,87,2.85
WX0011339,CLT,2023-05-10,12,Overcast,77,12.4,5.1,0,82,1.95
WX0011340,CLT,2023-05-10,18,Fog,67,0.2,2.4,0.1,73,2.65
WX0011341,CLT,2023-05-11,6,Clear,67,34.3,9.4,0,48,1.67
WX0011342,CLT,2023-05-11,12,Overcast,61,2.3,7.9,0,52,1.28
WX0011343,CLT,2023-05-11,18,High Winds,73,0.8,5.7,0,57,2.33
WX0011344,CLT,2023-05-12,6,Clear,70,8.0,9.6,0,67,1.06
WX0011345,CLT,2023-05-12,12,High Winds,68,6.6,6.0,0,88,2.61
WX0011346,CLT,2023-05-12,18,Light Rain,68,13.3,5.8,0.15,42,2.18
WX0011347,CLT,2023-05-13,6,Partly Cloudy,75,1.9,9.7,0,61,0.97
WX0011348,CLT,2023-05-13,12,High Winds,62,19.7,7.7,0,81,2.94
WX0011349,CLT,2023-05-13,18,Clear,72,16.5,8.3,0,57,1.4
WX0011350,CLT,2023-05-14,6,Partly Cloudy,57,7.6,9.6,0,72,1.11
WX0011351,CLT,2023-05-14,12,Thunderstorm,67,15.8,1.5,0.5,78,4.65
WX0011352,CLT,2023-05-14,18,High Winds,64,6.7,7.9,0,58,2.26
WX0011353,CLT,2023-05-15,6,Snow,60,35.2,1.0,0.5,61,6.79
WX0011354,CLT,2023-05-15,12,Overcast,78,1.3,5.6,0,37,1.49
WX0011355,CLT,2023-05-15,18,Overcast,71,16.6,8.0,0,76,1.7
WX0011356,CLT,2023-05-16,6,Freezing Rain,64,6.2,1.3,0.75,80,4.54
WX0011357,CLT,2023-05-16,12,Thunderstorm,71,10.4,1.9,1.29,57,4.11
WX0011358,CLT,2023-05-16,18,Snow,67,9.7,2.8,0.14,93,4.06
WX0011359,CLT,2023-05-17,6,Thunderstorm,69,23.0,2.8,0.47,66,4.88
WX0011360,CLT,2023-05-17,12,Partly Cloudy,78,15.4,8.3,0,60,1.46
WX0011361,CLT,2023-05-17,18,High Winds,65,9.7,8.6,0,71,2.27
WX0011362,CLT,2023-05-18,6,Snow,66,19.8,3.1,0.79,68,4.8
WX0011363,CLT,2023-05-18,12,Overcast,79,8.4,8.1,0,63,1.44
WX0011364,CLT,2023-05-18,18,Light Rain,74,2.8,3.4,0.2,50,2.04
WX0011365,CLT,2023-05-19,6,High Winds,69,8.4,8.8,0,50,2.17
WX0011366,CLT,2023-05-19,12,Thunderstorm,56,5.2,1.3,0.54,75,3.8
WX0011367,CLT,2023-05-19,18,Overcast,68,10.0,6.4,0,73,1.7
WX0011368,CLT,2023-05-20,6,Overcast,66,31.8,8.8,0,51,2.01
WX0011369,CLT,2023-05-20,12,Clear,57,3.7,9.1,0,37,1.01
WX0011370,CLT,2023-05-20,18,Clear,56,15.6,8.1,0,79,1.41
WX0011371,CLT,2023-05-21,6,Fog,65,2.0,2.5,0.15,57,2.76
WX0011372,CLT,2023-05-21,12,Freezing Rain,64,8.2,3.7,0.13,38,4.12
WX0011373,CLT,2023-05-21,18,Clear,63,10.3,9.9,0,78,1.08
WX0011374,CLT,2023-05-22,6,Snow,61,4.2,1.2,0.11,40,3.95
WX0011375,CLT,2023-05-22,12,Thunderstorm,48,11.8,2.7,1.35,31,4.03
WX0011376,CLT,2023-05-22,18,Partly Cloudy,77,22.0,10.0,0,37,1.4
WX0011377,CLT,2023-05-23,6,Overcast,71,5.9,7.5,0,47,1.43
WX0011378,CLT,2023-05-23,12,Light Rain,62,4.0,3.1,0.21,89,2.14
WX0011379,CLT,2023-05-23,18,Light Rain,90,15.0,3.5,0.08,84,2.61
WX0011380,CLT,2023-05-24,6,Light Rain,65,15.3,5.7,0.1,70,2.27
WX0011381,CLT,2023-05-24,12,Light Rain,75,8.3,3.5,0.03,75,2.29
WX0011382,CLT,2023-05-24,18,Clear,76,13.3,10.0,0,68,1.13
WX0011383,CLT,2023-05-25,6,Partly Cloudy,71,1.4,8.8,0,33,1.04
WX0011384,CLT,2023-05-25,12,Partly Cloudy,79,30.0,8.5,0,60,1.81
WX0011385,CLT,2023-05-25,18,Fog,69,43.2,3.7,0.29,67,5.09
WX0011386,CLT,2023-05-26,6,Thunderstorm,68,9.8,1.2,0.65,57,4.21
WX0011387,CLT,2023-05-26,12,Thunderstorm,78,15.6,1.5,1.08,95,4.63
WX0011388,CLT,2023-05-26,18,Overcast,80,7.3,8.0,0,82,1.42
WX0011389,CLT,2023-05-27,6,Overcast,90,6.0,8.3,0,74,1.35
WX0011390,CLT,2023-05-27,12,Thunderstorm,75,8.6,0.7,0.42,37,4.22
WX0011391,CLT,2023-05-27,18,Clear,57,19.4,8.6,0,91,1.44
WX0011392,CLT,2023-05-28,6,Fog,57,2.6,3.7,0.11,79,2.6
WX0011393,CLT,2023-05-28,12,High Winds,58,8.0,7.4,0,42,2.42
WX0011394,CLT,2023-05-28,18,High Winds,63,8.5,8.9,0,67,2.15
WX0011395,CLT,2023-05-29,6,Partly Cloudy,52,1.8,8.8,0,68,1.05
WX0011396,CLT,2023-05-29,12,Partly Cloudy,69,9.1,8.5,0,53,1.27
WX0011397,CLT,2023-05-29,18,Freezing Rain,78,3.7,3.7,0.16,66,3.74
WX0011398,CLT,2023-05-30,6,Snow,72,19.0,1.4,0.64,64,5.21
WX0011399,CLT,2023-05-30,12,Thunderstorm,89,2.8,1.0,0.53,34,3.66
WX0011400,CLT,2023-05-30,18,Heavy Rain,76,1.5,0.5,0.55,74,2.83
WX0011401,CLT,2023-05-31,6,Partly Cloudy,75,7.6,8.9,0,55,1.19
WX0011402,CLT,2023-05-31,12,Clear,57,8.2,8.1,0,41,1.22
WX0011403,CLT,2023-05-31,18,Clear,60,10.2,9.5,0,41,1.12
WX0011404,CLT,2023-06-01,6,Light Rain,72,13.0,2.3,0.02,38,2.7
WX0011405,CLT,2023-06-01,12,Partly Cloudy,79,4.1,8.1,0,61,1.18
WX0011406,CLT,2023-06-01,18,Partly Cloudy,70,28.7,8.9,0,61,1.72
WX0011407,CLT,2023-06-02,6,Thunderstorm,71,20.0,1.9,0.49,72,4.89
WX0011408,CLT,2023-06-02,12,Clear,83,0.3,8.6,0,82,0.98
WX0011409,CLT,2023-06-02,18,Thunderstorm,80,30.6,1.9,1.09,84,5.75
WX0011410,CLT,2023-06-03,6,Clear,81,7.8,9.2,0,38,1.1
WX0011411,CLT,2023-06-03,12,Partly Cloudy,75,5.3,8.3,0,34,1.19
WX0011412,CLT,2023-06-03,18,Overcast,83,24.4,7.0,0,82,2.09
WX0011413,CLT,2023-06-04,6,Overcast,76,7.1,5.8,0,50,1.67
WX0011414,CLT,2023-06-04,12,Clear,82,1.3,9.6,0,83,0.91
WX0011415,CLT,2023-06-04,18,Thunderstorm,82,0.2,1.3,0.62,46,3.38
WX0011416,CLT,2023-06-05,6,Clear,74,8.6,9.2,0,64,1.12
WX0011417,CLT,2023-06-05,12,Partly Cloudy,100,2.3,9.8,0,37,0.97
WX0011418,CLT,2023-06-05,18,Clear,72,27.2,9.7,0,88,1.47
WX0011419,CLT,2023-06-06,6,Clear,86,33.3,9.5,0,91,1.64
WX0011420,CLT,2023-06-06,12,Clear,85,20.6,8.2,0,80,1.52
WX0011421,CLT,2023-06-06,18,Clear,67,1.0,9.5,0,34,0.91
WX0011422,CLT,2023-06-07,6,Light Rain,70,4.5,3.4,0.17,31,2.12
WX0011423,CLT,2023-06-07,12,Thunderstorm,58,4.4,2.6,0.92,32,3.48
WX0011424,CLT,2023-06-07,18,Partly Cloudy,82,14.7,8.5,0,61,1.42
WX0011425,CLT,2023-06-08,6,Clear,93,3.1,9.4,0,46,0.97
WX0011426,CLT,2023-06-08,12,Thunderstorm,83,3.0,1.6,0.7,57,3.56
WX0011427,CLT,2023-06-08,18,Clear,76,1.5,9.4,0,79,0.93
WX0011428,CLT,2023-06-09,6,Clear,69,19.9,9.3,0,37,1.36
WX0011429,CLT,2023-06-09,12,Clear,81,59.1,8.5,0,41,2.42
WX0011430,CLT,2023-06-09,18,Clear,66,1.2,8.5,0,92,1.01
WX0011431,CLT,2023-06-10,6,Heavy Rain,70,9.5,2.6,1.29,87,3.01
WX0011432,CLT,2023-06-10,12,Thunderstorm,65,5.5,2.7,0.86,70,3.54
WX0011433,CLT,2023-06-10,18,Light Rain,84,21.9,5.1,0.28,45,2.65
WX0011434,CLT,2023-06-11,6,Thunderstorm,80,4.3,0.7,0.91,67,3.85
WX0011435,CLT,2023-06-11,12,High Winds,75,3.9,7.0,0,56,2.28
WX0011436,CLT,2023-06-11,18,Clear,76,3.4,9.1,0,66,1.01
WX0011437,CLT,2023-06-12,6,Light Rain,70,14.9,2.0,0.1,85,2.84
WX0011438,CLT,2023-06-12,12,High Winds,70,5.1,8.8,0,82,2.02
WX0011439,CLT,2023-06-12,18,High Winds,87,18.6,6.6,0,78,3.14
WX0011440,CLT,2023-06-13,6,Overcast,77,1.0,6.3,0,65,1.4
WX0011441,CLT,2023-06-13,12,Thunderstorm,68,11.2,2.8,0.4,40,3.96
WX0011442,CLT,2023-06-13,18,Clear,86,5.1,8.3,0,61,1.12
WX0011443,CLT,2023-06-14,6,Thunderstorm,84,36.8,2.4,1.01,49,6.08
WX0011444,CLT,2023-06-14,12,Overcast,87,3.7,6.6,0,62,1.46
WX0011445,CLT,2023-06-14,18,Partly Cloudy,85,2.8,9.2,0,34,1.04
WX0011446,CLT,2023-06-15,6,Clear,69,3.9,9.9,0,51,0.94
WX0011447,CLT,2023-06-15,12,Thunderstorm,77,7.6,1.4,1.13,73,3.98
WX0011448,CLT,2023-06-15,18,Light Rain,73,32.6,5.6,0.21,35,3.01
WX0011449,CLT,2023-06-16,6,Clear,70,9.9,9.0,0,53,1.17
WX0011450,CLT,2023-06-16,12,Clear,65,3.9,9.9,0,74,0.94
WX0011451,CLT,2023-06-16,18,Thunderstorm,77,17.1,2.3,0.69,92,4.55
WX0011452,CLT,2023-06-17,6,Light Rain,92,18.1,5.6,0.06,72,2.41
WX0011453,CLT,2023-06-17,12,Fog,78,7.6,3.1,0.21,36,3.02
WX0011454,CLT,2023-06-17,18,Clear,76,36.5,9.2,0,74,1.76
WX0011455,CLT,2023-06-18,6,Partly Cloudy,84,5.5,9.7,0,39,1.05
WX0011456,CLT,2023-06-18,12,Thunderstorm,82,0.4,2.0,0.96,37,3.27
WX0011457,CLT,2023-06-18,18,Thunderstorm,85,1.9,1.6,0.95,86,3.47
WX0011458,CLT,2023-06-19,6,Clear,76,7.8,9.2,0,94,1.1
WX0011459,CLT,2023-06-19,12,Clear,72,2.6,9.4,0,74,0.96
WX0011460,CLT,2023-06-19,18,Thunderstorm,65,31.2,0.7,1.38,89,6.18
WX0011461,CLT,2023-06-20,6,Partly Cloudy,65,16.7,9.3,0,62,1.37
WX0011462,CLT,2023-06-20,12,Clear,75,10.2,9.7,0,38,1.1
WX0011463,CLT,2023-06-20,18,Clear,83,17.9,8.2,0,75,1.45
WX0011464,CLT,2023-06-21,6,Thunderstorm,77,4.8,1.0,1.0,77,3.83
WX0011465,CLT,2023-06-21,12,Thunderstorm,68,6.4,1.3,1.21,62,3.9
WX0011466,CLT,2023-06-21,18,Thunderstorm,85,4.9,2.5,0.87,93,3.54
WX0011467,CLT,2023-06-22,6,Heavy Rain,77,5.3,1.1,1.48,93,3.0
WX0011468,CLT,2023-06-22,12,Partly Cloudy,98,7.2,8.3,0,41,1.24
WX0011469,CLT,2023-06-22,18,Clear,84,15.0,8.4,0,82,1.36
WX0011470,CLT,2023-06-23,6,Clear,73,2.5,9.2,0,93,0.98
