delay_id,flight_id,carrier_delay_min,weather_delay_min,nas_delay_min,security_delay_min,late_aircraft_delay_min,total_delay_min,primary_cause
DD006128,FL021215,4,9,77,0,3,93,NAS Delay
DD006129,FL021216,3,22,0,3,0,28,Weather Delay
DD006130,FL021217,0,59,0,0,3,62,Weather Delay
DD006131,FL021219,55,3,2,0,57,117,Late Aircraft Delay
DD006132,FL021220,17,1,0,0,0,18,Carrier Delay
DD006133,FL021221,28,25,0,2,3,58,Carrier Delay
DD006134,FL021227,1,8,4,10,11,34,Late Aircraft Delay
DD006135,FL021230,5,0,0,8,5,18,Security Delay
DD006136,FL021241,4,1,0,47,0,52,Security Delay
DD006137,FL021243,2,32,1,0,2,37,Weather Delay
DD006138,FL021246,1,0,2,19,0,22,Security Delay
DD006139,FL021247,21,0,1,0,67,89,Late Aircraft Delay
DD006140,FL021248,4,0,22,5,36,67,Late Aircraft Delay
DD006141,FL021256,9,7,9,13,9,47,Security Delay
DD006142,FL021258,0,9,8,2,1,20,Weather Delay
DD006143,FL021260,0,16,0,0,0,16,Weather Delay
DD006144,FL021265,5,2,36,33,12,88,NAS Delay
DD006145,FL021268,15,0,0,13,0,28,Carrier Delay
DD006146,FL021269,4,8,6,33,4,55,Security Delay
DD006147,FL021270,6,7,1,0,1,15,Weather Delay
DD006148,FL021271,33,11,20,19,0,83,Carrier Delay
DD006149,FL021273,1,40,1,93,1,136,Security Delay
DD006150,FL021274,0,13,4,2,6,25,Weather Delay
DD006151,FL021275,2,9,8,8,0,27,Weather Delay
DD006152,FL021277,6,72,12,17,11,118,Weather Delay
DD006153,FL021279,19,1,3,0,0,23,Carrier Delay
DD006154,FL021281,0,43,0,0,0,43,Weather Delay
DD006155,FL021282,38,19,32,4,31,124,Carrier Delay
DD006156,FL021283,5,40,59,62,0,166,Security Delay
DD006157,FL021288,1,143,1,14,0,159,Weather Delay
DD006158,FL021292,61,1,0,26,1,89,Carrier Delay
DD006159,FL021295,8,27,15,9,10,69,Weather Delay
DD006160,FL021306,4,4,32,9,0,49,NAS Delay
DD006161,FL021319,2,0,21,1,44,68,Late Aircraft Delay
DD006162,FL021320,68,2,7,7,1,85,Carrier Delay
DD006163,FL021321,0,13,0,10,0,23,Weather Delay
DD006164,FL021322,1,3,5,3,3,15,NAS Delay
DD006165,FL021323,28,64,1,6,1,100,Weather Delay
DD006166,FL021325,11,3,2,2,1,19,Carrier Delay
DD006167,FL021329,22,31,1,0,14,68,Weather Delay
DD006168,FL021330,17,7,53,0,0,77,NAS Delay
DD006169,FL021333,4,23,7,8,4,46,Weather Delay
DD006170,FL021334,23,3,5,2,10,43,Carrier Delay
DD006171,FL021336,0,5,12,9,1,27,NAS Delay
DD006172,FL021337,0,23,4,0,0,27,Weather Delay
DD006173,FL021342,1,0,0,0,30,31,Late Aircraft Delay
DD006174,FL021344,2,0,2,1,29,34,Late Aircraft Delay
DD006175,FL021346,0,0,7,1,17,25,Late Aircraft Delay
DD006176,FL021348,36,0,0,0,8,44,Carrier Delay
DD006177,FL021360,0,3,21,0,2,26,NAS Delay
DD006178,FL021361,26,38,0,6,1,71,Weather Delay
DD006179,FL021364,2,0,16,0,0,18,NAS Delay
DD006180,FL021367,2,43,4,0,10,59,Weather Delay
DD006181,FL021368,6,1,9,2,17,35,Late Aircraft Delay
DD006182,FL021372,1,13,0,8,0,22,Weather Delay
DD006183,FL021376,0,17,1,0,0,18,Weather Delay
DD006184,FL021380,3,0,0,2,20,25,Late Aircraft Delay
DD006185,FL021382,20,1,0,1,0,22,Carrier Delay
DD006186,FL021387,1,10,3,1,1,16,Weather Delay
DD006187,FL021389,17,0,10,3,17,47,Late Aircraft Delay
DD006188,FL021390,5,2,8,3,0,18,NAS Delay
DD006189,FL021391,0,5,13,0,1,19,NAS Delay
DD006190,FL021399,9,2,0,6,0,17,Carrier Delay
DD006191,FL021402,0,3,20,2,0,25,NAS Delay
DD006192,FL021409,24,1,13,4,1,43,Carrier Delay
DD006193,FL021410,0,12,4,2,0,18,Weather Delay
DD006194,FL021424,28,90,0,6,0,124,Weather Delay
DD006195,FL021428,1,27,42,9,3,82,NAS Delay
DD006196,FL021431,4,2,3,0,13,22,Late Aircraft Delay
DD006197,FL021434,52,58,25,0,58,193,Weather Delay
DD006198,FL021459,21,0,1,2,30,54,Late Aircraft Delay
DD006199,FL021461,0,2,5,8,2,17,Security Delay
DD006200,FL021462,1,9,3,1,2,16,Weather Delay
DD006201,FL021463,3,10,18,6,8,45,NAS Delay
DD006202,FL021467,0,2,9,22,0,33,Security Delay
DD006203,FL021473,30,4,21,8,12,75,Carrier Delay
DD006204,FL021477,2,28,1,23,55,109,Late Aircraft Delay
DD006205,FL021481,49,26,1,15,54,145,Late Aircraft Delay
DD006206,FL021482,1,25,23,5,1,55,Weather Delay
DD006207,FL021483,95,0,5,0,4,104,Carrier Delay
DD006208,FL021485,14,15,7,0,13,49,Weather Delay
DD006209,FL021490,3,5,11,0,0,19,NAS Delay
DD006210,FL021492,3,64,3,0,2,72,Weather Delay
DD006211,FL021496,8,4,4,2,0,18,Carrier Delay
DD006212,FL021497,4,1,7,4,0,16,NAS Delay
DD006213,FL021498,26,36,7,2,30,101,Weather Delay
DD006214,FL021508,3,6,0,8,4,21,Security Delay
DD006215,FL021514,0,2,0,66,4,72,Security Delay
DD006216,FL021515,0,6,0,5,24,35,Late Aircraft Delay
DD006217,FL021516,18,73,2,5,12,110,Weather Delay
DD006218,FL021522,14,82,0,5,2,103,Weather Delay
DD006219,FL021523,3,11,5,0,1,20,Weather Delay
DD006220,FL021525,8,0,0,13,1,22,Security Delay
DD006221,FL021530,0,6,70,8,62,146,NAS Delay
DD006222,FL021532,0,0,17,5,0,22,NAS Delay
DD006223,FL021547,8,2,0,6,6,22,Carrier Delay
DD006224,FL021550,1,2,15,1,0,19,NAS Delay
DD006225,FL021560,4,22,0,4,0,30,Weather Delay
DD006226,FL021561,42,0,0,0,0,42,Carrier Delay
DD006227,FL021563,10,37,3,5,0,55,Weather Delay
DD006228,FL021564,0,0,8,9,1,18,Security Delay
DD006229,FL021566,41,0,1,39,0,81,Carrier Delay
DD006230,FL021567,4,4,173,17,5,203,NAS Delay
DD006231,FL021569,0,17,17,7,0,41,NAS Delay
DD006232,FL021571,0,21,2,1,0,24,Weather Delay
DD006233,FL021573,15,48,0,5,2,70,Weather Delay
DD006234,FL021575,2,8,0,2,11,23,Late Aircraft Delay
DD006235,FL021576,0,0,9,17,1,27,Security Delay
DD006236,FL021579,0,23,1,2,0,26,Weather Delay
DD006237,FL021582,0,5,0,4,9,18,Late Aircraft Delay
DD006238,FL021592,12,6,21,11,26,76,Late Aircraft Delay
DD006239,FL021594,9,1,6,1,4,21,Carrier Delay
DD006240,FL021595,1,13,0,2,1,17,Weather Delay
DD006241,FL021600,17,4,0,3,0,24,Carrier Delay
DD006242,FL021605,6,2,6,3,14,31,Late Aircraft Delay
DD006243,FL021607,7,14,7,20,22,70,Late Aircraft Delay
DD006244,FL021613,0,2,22,0,0,24,NAS Delay
DD006245,FL021619,11,0,0,0,5,16,Carrier Delay
DD006246,FL021621,3,2,0,18,2,25,Security Delay
DD006247,FL021624,8,0,3,18,1,30,Security Delay
DD006248,FL021629,0,13,0,1,1,15,Weather Delay
DD006249,FL021631,43,0,0,5,0,48,Carrier Delay
DD006250,FL021641,4,5,6,0,4,19,NAS Delay
DD006251,FL021659,8,13,8,3,3,35,Weather Delay
DD006252,FL021660,12,142,33,2,30,219,Weather Delay
DD006253,FL021663,11,9,2,3,1,26,Carrier Delay
DD006254,FL021668,23,1,2,1,1,28,Carrier Delay
DD006255,FL021671,2,0,15,2,10,29,NAS Delay
DD006256,FL021682,0,0,1,0,19,20,Late Aircraft Delay
DD006257,FL021687,0,0,9,0,13,22,Late Aircraft Delay
DD006258,FL021689,1,11,5,4,29,50,Late Aircraft Delay
DD006259,FL021691,0,0,0,0,60,60,Late Aircraft Delay
DD006260,FL021692,0,0,46,0,1,47,NAS Delay
DD006261,FL021693,0,0,0,0,24,24,Late Aircraft Delay
DD006262,FL021695,1,1,13,7,2,24,NAS Delay
DD006263,FL021699,1,1,0,0,21,23,Late Aircraft Delay
DD006264,FL021700,1,9,8,2,17,37,Late Aircraft Delay
DD006265,FL021703,0,18,2,47,6,73,Security Delay
DD006266,FL021704,1,49,6,1,7,64,Weather Delay
DD006267,FL021707,73,8,14,32,23,150,Carrier Delay
DD006268,FL021708,0,15,1,5,1,22,Weather Delay
DD006269,FL021710,26,0,0,0,6,32,Carrier Delay
DD006270,FL021714,8,21,1,4,1,35,Weather Delay
DD006271,FL021716,5,6,1,1,5,18,Weather Delay
DD006272,FL021717,4,0,1,12,1,18,Security Delay
DD006273,FL021720,6,25,0,0,7,38,Weather Delay
DD006274,FL021722,0,0,62,0,0,62,NAS Delay
DD006275,FL021725,25,68,23,4,18,138,Weather Delay
DD006276,FL021726,0,9,0,0,14,23,Late Aircraft Delay
DD006277,FL021728,0,0,0,1,21,22,Late Aircraft Delay
DD006278,FL021730,0,54,1,0,0,55,Weather Delay
DD006279,FL021732,16,6,5,55,17,99,Security Delay
DD006280,FL021735,11,1,4,0,8,24,Carrier Delay
DD006281,FL021736,90,0,2,3,21,116,Carrier Delay
DD006282,FL021737,3,0,18,1,0,22,NAS Delay
DD006283,FL021742,0,4,0,24,0,28,Security Delay
DD006284,FL021743,25,22,44,11,40,142,NAS Delay
DD006285,FL021746,15,5,0,11,9,40,Carrier Delay
DD006286,FL021750,2,3,0,3,9,17,Late Aircraft Delay
DD006287,FL021753,182,2,19,4,20,227,Carrier Delay
DD006288,FL021755,3,0,9,8,2,22,NAS Delay
DD006289,FL021756,0,20,2,1,0,23,Weather Delay
DD006290,FL021757,0,24,0,3,0,27,Weather Delay
DD006291,FL021758,0,3,0,21,2,26,Security Delay
DD006292,FL021760,0,4,85,5,100,194,Late Aircraft Delay
DD006293,FL021762,2,1,2,2,10,17,Late Aircraft Delay
DD006294,FL021763,3,0,3,16,0,22,Security Delay
DD006295,FL021768,12,2,0,1,7,22,Carrier Delay
DD006296,FL021771,13,9,0,2,3,27,Carrier Delay
DD006297,FL021779,5,16,3,0,9,33,Weather Delay
DD006298,FL021784,54,2,0,21,9,86,Carrier Delay
DD006299,FL021792,0,24,0,2,0,26,Weather Delay
DD006300,FL021798,27,121,0,187,0,335,Security Delay
DD006301,FL021800,142,5,56,11,0,214,Carrier Delay
DD006302,FL021801,2,0,9,2,10,23,Late Aircraft Delay
DD006303,FL021802,19,36,38,78,25,196,Security Delay
DD006304,FL021815,0,0,0,1,24,25,Late Aircraft Delay
DD006305,FL021824,0,5,0,2,26,33,Late Aircraft Delay
DD006306,FL021825,0,0,0,0,25,25,Late Aircraft Delay
DD006307,FL021828,4,5,4,2,2,17,Weather Delay
DD006308,FL021829,8,4,8,1,1,22,NAS Delay
DD006309,FL021841,8,0,18,0,11,37,NAS Delay
DD006310,FL021843,17,0,1,1,3,22,Carrier Delay
DD006311,FL021845,0,0,0,0,22,22,Late Aircraft Delay
DD006312,FL021848,0,10,14,11,5,40,NAS Delay
DD006313,FL021852,46,0,3,50,5,104,Security Delay
DD006314,FL021854,2,4,5,2,2,15,NAS Delay
DD006315,FL021856,12,0,1,0,23,36,Late Aircraft Delay
DD006316,FL021857,13,2,2,2,3,22,Carrier Delay
DD006317,FL021858,1,15,13,53,11,93,Security Delay
DD006318,FL021860,2,1,15,0,0,18,NAS Delay
DD006319,FL021863,7,0,3,3,4,17,Carrier Delay
DD006320,FL021864,12,0,0,4,1,17,Carrier Delay
DD006321,FL021872,0,16,13,0,2,31,Weather Delay
DD006322,FL021878,8,4,6,0,3,21,Carrier Delay
DD006323,FL021883,6,8,0,1,1,16,Weather Delay
DD006324,FL021888,16,2,2,2,0,22,Carrier Delay
DD006325,FL021889,16,3,51,4,6,80,NAS Delay
DD006326,FL021892,7,5,0,3,17,32,Late Aircraft Delay
DD006327,FL021895,0,9,0,47,0,56,Security Delay
DD006328,FL021903,12,0,0,17,0,29,Security Delay
DD006329,FL021922,0,35,3,0,0,38,Weather Delay
DD006330,FL021925,12,0,1,4,0,17,Carrier Delay
DD006331,FL021926,3,0,5,0,11,19,Late Aircraft Delay
DD006332,FL021929,2,0,4,0,12,18,Late Aircraft Delay
DD006333,FL021935,9,3,21,3,0,36,NAS Delay
DD006334,FL021942,8,1,2,0,13,24,Late Aircraft Delay
DD006335,FL021949,1,3,56,3,2,65,NAS Delay
DD006336,FL021956,64,0,12,0,13,89,Carrier Delay
DD006337,FL021958,1,0,6,2,15,24,Late Aircraft Delay
DD006338,FL021960,20,161,2,18,1,202,Weather Delay
DD006339,FL021961,1,18,5,0,0,24,Weather Delay
DD006340,FL021966,1,28,0,7,15,51,Weather Delay
DD006341,FL021973,11,2,1,3,1,18,Carrier Delay
DD006342,FL021974,9,15,28,5,0,57,NAS Delay
DD006343,FL021975,10,1,1,6,3,21,Carrier Delay
DD006344,FL021976,0,0,6,9,0,15,Security Delay
DD006345,FL021978,0,13,8,0,60,81,Late Aircraft Delay
DD006346,FL021982,1,0,35,0,0,36,NAS Delay
DD006347,FL021983,80,0,0,1,0,81,Carrier Delay
DD006348,FL021988,15,1,1,0,0,17,Carrier Delay
DD006349,FL021989,25,5,12,66,4,112,Security Delay
DD006350,FL021991,3,2,7,19,4,35,Security Delay
DD006351,FL021992,1,3,26,3,0,33,NAS Delay
DD006352,FL021996,0,3,11,1,20,35,Late Aircraft Delay
DD006353,FL021997,0,0,3,5,8,16,Late Aircraft Delay
DD006354,FL022001,73,2,3,6,19,103,Carrier Delay
DD006355,FL022005,10,2,9,0,4,25,Carrier Delay
DD006356,FL022010,3,0,0,0,49,52,Late Aircraft Delay
DD006357,FL022012,0,0,26,11,1,38,NAS Delay
DD006358,FL022017,4,7,10,0,5,26,NAS Delay
DD006359,FL022020,0,1,0,43,24,68,Security Delay
DD006360,FL022021,5,23,8,7,6,49,Weather Delay
DD006361,FL022023,0,0,0,19,0,19,Security Delay
DD006362,FL022028,7,39,63,13,5,127,NAS Delay
DD006363,FL022032,0,1,2,0,35,38,Late Aircraft Delay
DD006364,FL022039,20,5,0,0,2,27,Carrier Delay
DD006365,FL022040,1,0,0,17,0,18,Security Delay
DD006366,FL022041,0,0,0,33,0,33,Security Delay
DD006367,FL022043,0,0,1,1,281,283,Late Aircraft Delay
DD006368,FL022060,3,8,2,3,0,16,Weather Delay
DD006369,FL022063,29,4,6,50,0,89,Security Delay
DD006370,FL022066,10,9,8,0,0,27,Carrier Delay
DD006371,FL022067,1,4,12,0,5,22,NAS Delay
DD006372,FL022068,2,6,39,2,0,49,NAS Delay
DD006373,FL022071,1,40,4,9,52,106,Late Aircraft Delay
DD006374,FL022080,0,10,2,3,9,24,Weather Delay
DD006375,FL022084,0,18,0,2,1,21,Weather Delay
DD006376,FL022092,0,0,0,0,26,26,Late Aircraft Delay
DD006377,FL022095,1,4,27,2,3,37,NAS Delay
DD006378,FL022098,12,43,7,3,0,65,Weather Delay
DD006379,FL022099,3,15,44,6,11,79,NAS Delay
DD006380,FL022101,13,24,4,2,10,53,Weather Delay
DD006381,FL022109,7,0,3,2,9,21,Late Aircraft Delay
DD006382,FL022114,7,5,2,42,28,84,Security Delay
DD006383,FL022116,1,115,0,1,21,138,Weather Delay
DD006384,FL022120,0,0,3,12,0,15,Security Delay
DD006385,FL022124,4,13,0,43,0,60,Security Delay
DD006386,FL022128,7,34,10,8,6,65,Weather Delay
DD006387,FL022129,27,4,2,47,15,95,Security Delay
DD006388,FL022138,0,6,0,0,19,25,Late Aircraft Delay
DD006389,FL022139,9,0,9,0,0,18,NAS Delay
DD006390,FL022140,13,0,0,3,1,17,Carrier Delay
DD006391,FL022150,0,3,2,9,9,23,Security Delay
DD006392,FL022152,0,5,0,8,6,19,Security Delay
DD006393,FL022158,3,1,5,2,7,18,Late Aircraft Delay
DD006394,FL022159,3,0,0,9,3,15,Security Delay
DD006395,FL022161,5,2,11,1,3,22,NAS Delay
DD006396,FL022162,19,7,1,2,75,104,Late Aircraft Delay
DD006397,FL022169,2,3,15,6,2,28,NAS Delay
DD006398,FL022170,6,1,20,21,41,89,Late Aircraft Delay
DD006399,FL022171,0,0,1,31,0,32,Security Delay
DD006400,FL022175,110,1,2,7,4,124,Carrier Delay
DD006401,FL022176,11,16,11,13,35,86,Late Aircraft Delay
DD006402,FL022177,0,0,24,0,0,24,NAS Delay
DD006403,FL022178,14,1,9,0,1,25,Carrier Delay
DD006404,FL022180,2,19,2,3,1,27,Weather Delay
DD006405,FL022185,12,1,4,7,1,25,Carrier Delay
DD006406,FL022190,22,6,2,85,1,116,Security Delay
DD006407,FL022194,49,2,1,9,0,61,Carrier Delay
DD006408,FL022195,6,7,2,0,1,16,Weather Delay
DD006409,FL022197,0,0,0,22,0,22,Security Delay
DD006410,FL022200,1,0,17,0,7,25,NAS Delay
DD006411,FL022203,0,4,71,0,1,76,NAS Delay
DD006412,FL022207,10,17,2,3,49,81,Late Aircraft Delay
DD006413,FL022214,45,4,0,0,0,49,Carrier Delay
DD006414,FL022217,3,1,15,0,3,22,NAS Delay
DD006415,FL022224,3,0,13,1,0,17,NAS Delay
DD006416,FL022229,8,1,26,1,0,36,NAS Delay
DD006417,FL022230,6,5,3,3,7,24,Late Aircraft Delay
DD006418,FL022231,19,0,0,0,0,19,Carrier Delay
DD006419,FL022233,7,7,0,0,9,23,Late Aircraft Delay
DD006420,FL022237,2,1,1,0,20,24,Late Aircraft Delay
DD006421,FL022241,0,13,11,0,0,24,Weather Delay
DD006422,FL022243,2,11,3,1,9,26,Weather Delay
DD006423,FL022245,1,29,15,13,8,66,Weather Delay
DD006424,FL022250,3,0,36,2,5,46,NAS Delay
DD006425,FL022251,4,1,2,7,3,17,Security Delay
DD006426,FL022253,0,1,2,0,12,15,Late Aircraft Delay
DD006427,FL022255,7,24,16,5,12,64,Weather Delay
DD006428,FL022257,0,0,51,0,0,51,NAS Delay
DD006429,FL022265,2,1,0,1,83,87,Late Aircraft Delay
DD006430,FL022268,2,7,4,2,7,22,Weather Delay
DD006431,FL022284,1,0,0,20,0,21,Security Delay
DD006432,FL022290,36,2,5,11,5,59,Carrier Delay
DD006433,FL022297,0,4,35,2,1,42,NAS Delay
DD006434,FL022298,0,17,0,0,0,17,Weather Delay
DD006435,FL022305,4,92,5,0,0,101,Weather Delay
DD006436,FL022306,2,1,1,0,14,18,Late Aircraft Delay
DD006437,FL022308,2,1,9,5,1,18,NAS Delay
DD006438,FL022310,15,1,9,3,8,36,Carrier Delay
DD006439,FL022311,0,12,16,5,25,58,Late Aircraft Delay
DD006440,FL022315,8,95,20,1,14,138,Weather Delay
DD006441,FL022319,1,4,37,1,0,43,NAS Delay
DD006442,FL022320,9,2,4,2,15,32,Late Aircraft Delay
DD006443,FL022321,3,7,0,0,61,71,Late Aircraft Delay
DD006444,FL022327,1,5,0,10,2,18,Security Delay
DD006445,FL022328,11,25,1,1,1,39,Weather Delay
DD006446,FL022331,4,1,13,10,0,28,NAS Delay
DD006447,FL022335,16,0,0,0,1,17,Carrier Delay
DD006448,FL022336,0,0,0,24,0,24,Security Delay
DD006449,FL022338,4,13,0,1,0,18,Weather Delay
DD006450,FL022339,0,44,6,4,4,58,Weather Delay
DD006451,FL022342,60,0,1,1,5,67,Carrier Delay
DD006452,FL022343,12,20,6,5,22,65,Late Aircraft Delay
DD006453,FL022346,1,1,1,14,128,145,Late Aircraft Delay
DD006454,FL022349,2,0,79,2,44,127,NAS Delay
DD006455,FL022350,5,4,3,3,2,17,Carrier Delay
DD006456,FL022351,0,16,2,13,0,31,Weather Delay
DD006457,FL022359,0,5,1,18,0,24,Security Delay
DD006458,FL022361,2,10,4,1,5,22,Weather Delay
DD006459,FL022366,5,2,13,13,3,36,NAS Delay
DD006460,FL022376,17,1,1,1,2,22,Carrier Delay
DD006461,FL022378,2,8,0,2,4,16,Weather Delay
DD006462,FL022385,0,4,15,3,0,22,NAS Delay
DD006463,FL022386,7,2,3,0,3,15,Carrier Delay
DD006464,FL022388,0,2,2,0,19,23,Late Aircraft Delay
DD006465,FL022391,9,64,174,18,11,276,NAS Delay
DD006466,FL022397,25,0,3,4,0,32,Carrier Delay
DD006467,FL022399,12,11,4,23,0,50,Security Delay
DD006468,FL022400,2,7,5,22,5,41,Security Delay
DD006469,FL022408,33,0,3,21,5,62,Carrier Delay
DD006470,FL022411,0,0,1,5,11,17,Late Aircraft Delay
DD006471,FL022412,16,0,2,0,0,18,Carrier Delay
DD006472,FL022417,12,0,0,2,8,22,Carrier Delay
DD006473,FL022425,4,0,26,0,1,31,NAS Delay
DD006474,FL022426,24,5,12,12,23,76,Carrier Delay
DD006475,FL022429,0,5,2,3,6,16,Late Aircraft Delay
DD006476,FL022434,0,21,14,1,5,41,Weather Delay
DD006477,FL022440,17,1,2,0,1,21,Carrier Delay
DD006478,FL022441,1,3,14,6,0,24,NAS Delay
DD006479,FL022442,16,5,0,4,1,26,Carrier Delay
DD006480,FL022446,0,0,16,2,0,18,NAS Delay
DD006481,FL022448,2,3,0,0,18,23,Late Aircraft Delay
DD006482,FL022457,2,12,1,0,11,26,Weather Delay
DD006483,FL022466,0,0,1,19,10,30,Security Delay
DD006484,FL022467,4,1,24,0,0,29,NAS Delay
DD006485,FL022469,1,35,1,0,5,42,Weather Delay
DD006486,FL022471,10,2,70,38,8,128,NAS Delay
DD006487,FL022472,0,0,7,1,7,15,Late Aircraft Delay
DD006488,FL022473,83,0,0,0,0,83,Carrier Delay
DD006489,FL022474,9,1,0,0,20,30,Late Aircraft Delay
DD006490,FL022477,1,0,0,40,0,41,Security Delay
DD006491,FL022478,3,1,7,2,11,24,Late Aircraft Delay
DD006492,FL022479,20,0,0,0,0,20,Carrier Delay
DD006493,FL022483,18,2,28,6,40,94,Late Aircraft Delay
DD006494,FL022485,28,5,8,7,0,48,Carrier Delay
DD006495,FL022493,0,0,7,10,5,22,Security Delay
DD006496,FL022494,4,4,6,6,2,22,NAS Delay
DD006497,FL022496,6,5,6,0,10,27,Late Aircraft Delay
DD006498,FL022503,10,0,12,3,0,25,NAS Delay
DD006499,FL022505,6,0,0,1,12,19,Late Aircraft Delay
DD006500,FL022509,6,20,6,15,4,51,Weather Delay
DD006501,FL022512,17,0,0,0,1,18,Carrier Delay
DD006502,FL022522,9,1,2,0,4,16,Carrier Delay
DD006503,FL022525,0,0,80,3,4,87,NAS Delay
DD006504,FL022534,1,23,1,96,0,121,Security Delay
DD006505,FL022535,4,5,0,0,74,83,Late Aircraft Delay
DD006506,FL022536,30,5,20,12,21,88,Carrier Delay
DD006507,FL022541,17,6,1,10,13,47,Carrier Delay
DD006508,FL022543,48,0,0,0,8,56,Carrier Delay
DD006509,FL022545,0,2,2,2,14,20,Late Aircraft Delay
DD006510,FL022547,14,5,1,2,18,40,Late Aircraft Delay
DD006511,FL022548,1,10,8,6,1,26,Weather Delay
DD006512,FL022549,0,47,34,0,0,81,Weather Delay
DD006513,FL022550,4,4,22,0,0,30,NAS Delay
DD006514,FL022558,0,0,21,0,0,21,NAS Delay
DD006515,FL022563,4,4,0,11,2,21,Security Delay
DD006516,FL022567,2,0,75,1,0,78,NAS Delay
DD006517,FL022573,3,0,2,2,15,22,Late Aircraft Delay
DD006518,FL022576,8,2,4,3,42,59,Late Aircraft Delay
DD006519,FL022581,0,2,5,11,1,19,Security Delay
DD006520,FL022587,6,4,2,45,15,72,Security Delay
DD006521,FL022589,5,25,6,26,6,68,Security Delay
DD006522,FL022593,0,0,21,0,1,22,NAS Delay
DD006523,FL022595,8,19,92,16,13,148,NAS Delay
DD006524,FL022597,0,1,0,2,23,26,Late Aircraft Delay
DD006525,FL022603,4,0,0,18,0,22,Security Delay
DD006526,FL022604,27,42,3,13,9,94,Weather Delay
DD006527,FL022606,6,5,2,1,29,43,Late Aircraft Delay
DD006528,FL022607,4,37,4,13,3,61,Weather Delay
DD006529,FL022608,3,8,15,0,8,34,NAS Delay
DD006530,FL022610,0,2,9,8,13,32,Late Aircraft Delay
DD006531,FL022611,0,0,15,0,2,17,NAS Delay
DD006532,FL022613,6,5,5,0,23,39,Late Aircraft Delay
DD006533,FL022630,25,7,1,8,5,46,Carrier Delay
DD006534,FL022633,1,4,6,0,5,16,NAS Delay
DD006535,FL022634,0,22,0,2,27,51,Late Aircraft Delay
DD006536,FL022635,6,5,4,60,10,85,Security Delay
DD006537,FL022639,0,0,34,0,0,34,NAS Delay
DD006538,FL022642,12,0,0,6,0,18,Carrier Delay
DD006539,FL022644,0,0,21,0,0,21,NAS Delay
DD006540,FL022648,10,0,79,1,3,93,NAS Delay
DD006541,FL022649,1,1,2,2,35,41,Late Aircraft Delay
DD006542,FL022651,12,11,0,1,0,24,Carrier Delay
DD006543,FL022652,4,0,17,64,5,90,Security Delay
DD006544,FL022655,17,18,2,44,2,83,Security Delay
DD006545,FL022657,18,1,0,0,2,21,Carrier Delay
DD006546,FL022658,31,12,0,0,0,43,Carrier Delay
DD006547,FL022659,4,17,0,11,1,33,Weather Delay
DD006548,FL022669,4,0,6,0,6,16,NAS Delay
DD006549,FL022673,0,0,8,13,8,29,Security Delay
DD006550,FL022679,7,18,0,3,7,35,Weather Delay
DD006551,FL022680,0,16,5,38,3,62,Security Delay
DD006552,FL022681,22,2,0,0,0,24,Carrier Delay
DD006553,FL022687,19,9,8,18,6,60,Carrier Delay
DD006554,FL022691,0,14,0,14,3,31,Security Delay
DD006555,FL022692,1,80,2,18,10,111,Weather Delay
DD006556,FL022693,14,1,3,0,3,21,Carrier Delay
DD006557,FL022694,20,13,26,1,3,63,NAS Delay
DD006558,FL022696,5,0,19,2,0,26,NAS Delay
DD006559,FL022697,4,17,36,46,8,111,Security Delay
DD006560,FL022699,2,0,1,28,0,31,Security Delay
DD006561,FL022701,2,10,2,9,1,24,Weather Delay
DD006562,FL022706,6,20,7,39,8,80,Security Delay
DD006563,FL022711,0,12,0,2,7,21,Weather Delay
DD006564,FL022712,0,3,10,5,1,19,NAS Delay
DD006565,FL022713,7,1,1,7,1,17,Carrier Delay
DD006566,FL022715,21,2,85,1,3,112,NAS Delay
DD006567,FL022716,16,2,2,0,1,21,Carrier Delay
DD006568,FL022718,5,2,5,14,2,28,Security Delay
DD006569,FL022721,2,0,9,8,44,63,Late Aircraft Delay
DD006570,FL022723,5,5,9,4,28,51,Late Aircraft Delay
DD006571,FL022725,25,1,0,0,0,26,Carrier Delay
DD006572,FL022727,2,12,21,0,1,36,NAS Delay
DD006573,FL022734,5,7,0,10,0,22,Security Delay
DD006574,FL022738,5,10,13,3,0,31,NAS Delay
DD006575,FL022741,13,0,6,20,1,40,Security Delay
DD006576,FL022743,0,18,9,1,23,51,Late Aircraft Delay
DD006577,FL022753,9,159,106,15,22,311,Weather Delay
DD006578,FL022754,2,15,0,0,0,17,Weather Delay
DD006579,FL022757,5,11,5,0,0,21,Weather Delay
DD006580,FL022760,4,1,2,3,28,38,Late Aircraft Delay
DD006581,FL022768,6,0,7,4,1,18,NAS Delay
DD006582,FL022770,9,66,24,15,3,117,Weather Delay
DD006583,FL022771,0,0,0,19,0,19,Security Delay
DD006584,FL022783,1,0,59,5,1,66,NAS Delay
DD006585,FL022790,70,43,1,46,58,218,Carrier Delay
DD006586,FL022803,81,0,0,0,1,82,Carrier Delay
DD006587,FL022808,8,0,21,1,2,32,NAS Delay
DD006588,FL022812,0,0,0,0,111,111,Late Aircraft Delay
DD006589,FL022815,20,0,0,0,3,23,Carrier Delay
DD006590,FL022824,0,25,2,1,18,46,Weather Delay
DD006591,FL022827,10,54,8,1,0,73,Weather Delay
DD006592,FL022830,3,10,2,23,5,43,Security Delay
DD006593,FL022832,0,0,0,16,7,23,Security Delay
